Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2024-01-08 20:30:00+00:00,185.5500030517578,185.60000610351562,184.91000366210938,185.21499633789062,6759299
2024-01-09 14:30:00+00:00,183.52499389648438,184.22999572753906,182.72999572753906,183.9199981689453,10523629
2024-01-09 15:30:00+00:00,184.22999572753906,184.25999450683594,183.2100067138672,183.52999877929688,4602813
2024-01-09 16:30:00+00:00,184.44000244140625,184.8300018310547,184.14999389648438,184.22999572753906,3908469
2024-01-09 17:30:00+00:00,184.39999389648438,184.9199981689453,184.38999938964844,184.44000244140625,2818553
2024-01-09 18:30:00+00:00,184.31500244140625,184.72999572753906,184.0399932861328,184.39999389648438,3180445
2024-01-09 19:30:00+00:00,184.77000427246094,184.89999389648438,184.30020141601562,184.3101043701172,3646429
2024-01-09 20:30:00+00:00,185.11000061035156,185.14999389648438,184.41000366210938,184.77999877929688,6123108
2024-01-10 14:30:00+00:00,184.5500030517578,184.9600067138672,183.9199981689453,184.35000610351562,8558186
2024-01-10 15:30:00+00:00,184.50999450683594,185.00999450683594,184.22250366210938,184.5449981689453,5574178
2024-01-10 16:30:00+00:00,184.27000427246094,184.5500030517578,184.0500030517578,184.51499938964844,3427864
2024-01-10 17:30:00+00:00,184.375,184.5749969482422,184.0800018310547,184.27000427246094,3133102
2024-01-10 18:30:00+00:00,185.625,185.67999267578125,184.35499572753906,184.3800048828125,3976057
2024-01-10 19:30:00+00:00,185.8249969482422,186.39999389648438,185.6199951171875,185.6300048828125,7533201
2024-01-10 20:30:00+00:00,186.13999938964844,186.27000427246094,185.27000427246094,185.8300018310547,5937690
2024-01-11 14:30:00+00:00,184.3699951171875,187.0500030517578,183.6199951171875,186.5399932861328,13337967
2024-01-11 15:30:00+00:00,184.19000244140625,184.8800048828125,183.8350067138672,184.36500549316406,5619114
2024-01-11 16:30:00+00:00,184.0500030517578,184.4499969482422,183.8350067138672,184.18499755859375,3849444
2024-01-11 17:30:00+00:00,184.65499877929688,184.77720642089844,184.0749969482422,184.0749969482422,4000614
2024-01-11 18:30:00+00:00,185.51499938964844,185.5399932861328,184.55999755859375,184.6699981689453,3924789
2024-01-11 19:30:00+00:00,185.3699951171875,185.6999969482422,184.7550048828125,185.52000427246094,4502053
2024-01-11 20:30:00+00:00,185.5800018310547,185.77000427246094,185.32000732421875,185.3699951171875,5030776
2024-01-12 14:30:00+00:00,185.7899932861328,186.74000549316406,185.48500061035156,186.05999755859375,8367726
2024-01-12 15:30:00+00:00,185.875,186.05999755859375,185.19000244140625,185.8000030517578,4645419
2024-01-12 16:30:00+00:00,185.6199951171875,185.9250030517578,185.38999938964844,185.875,3521446
2024-01-12 17:30:00+00:00,185.79379272460938,185.83999633789062,185.42999267578125,185.61500549316406,2308362
2024-01-12 18:30:00+00:00,185.61000061035156,186.06689453125,185.60000610351562,185.8000030517578,2732716
2024-01-12 19:30:00+00:00,185.51499938964844,185.61000061035156,185.22000122070312,185.60330200195312,3823230
2024-01-12 20:30:00+00:00,185.9199981689453,185.97999572753906,185.4658966064453,185.52000427246094,4865441
2024-01-16 14:30:00+00:00,182.75999450683594,182.85000610351562,180.9340057373047,182.5,16725135
2024-01-16 15:30:00+00:00,183.9499969482422,184.25999450683594,182.52000427246094,182.77000427246094,11408997
2024-01-16 16:30:00+00:00,182.4149932861328,184.16000366210938,182.3800048828125,183.9600067138672,5404103
2024-01-16 17:30:00+00:00,182.73500061035156,182.92999267578125,182.2100067138672,182.4199981689453,4292807
2024-01-16 18:30:00+00:00,182.45860290527344,182.9499053955078,182.13999938964844,182.75,6561011
2024-01-16 19:30:00+00:00,183.1699981689453,183.25999450683594,182.27000427246094,182.4550018310547,4502430
2024-01-16 20:30:00+00:00,183.61000061035156,183.6300048828125,183.13499450683594,183.17999267578125,4776796
2024-01-17 14:30:00+00:00,181.6999969482422,181.83999633789062,180.3000030517578,181.27000427246094,12537805
2024-01-17 15:30:00+00:00,181.80499267578125,182.06500244140625,181.3000030517578,181.68499755859375,5778219
2024-01-17 16:30:00+00:00,182.1199951171875,182.3300018310547,181.48800659179688,181.80999755859375,4248713
2024-01-17 17:30:00+00:00,182.1199951171875,182.53500366210938,181.8300018310547,182.1199951171875,3345645
2024-01-17 18:30:00+00:00,182.5355987548828,182.5500030517578,181.3699951171875,182.11500549316406,5569336
2024-01-17 19:30:00+00:00,182.20550537109375,182.6800994873047,182.0500946044922,182.5377960205078,4778525
2024-01-17 20:30:00+00:00,182.66000366210938,182.92999267578125,182.17999267578125,182.2050018310547,4353739
2024-01-18 14:30:00+00:00,187.45010375976562,187.64999389648438,185.8300018310547,186.08999633789062,19756876
2024-01-18 15:30:00+00:00,188.77000427246094,188.9600067138672,187.27000427246094,187.4600067138672,11697457
2024-01-18 16:30:00+00:00,187.92999267578125,188.77999877929688,187.67999267578125,188.76499938964844,8302899
2024-01-18 17:30:00+00:00,186.9250030517578,187.92999267578125,186.75010681152344,187.92999267578125,5973240
2024-01-18 18:30:00+00:00,188.92449951171875,188.9499969482422,186.9199981689453,186.92999267578125,6516026
2024-01-18 19:30:00+00:00,188.95989990234375,189.13999938964844,188.7050018310547,188.9250030517578,7066159
2024-01-18 20:30:00+00:00,188.72999572753906,188.99000549316406,188.50999450683594,188.9600067138672,6982801
2024-01-19 14:30:00+00:00,189.94009399414062,189.96499633789062,188.82000732421875,189.3300018310547,16382763
2024-01-19 15:30:00+00:00,189.91000366210938,190.16000366210938,189.5800018310547,189.94000244140625,7573154
2024-01-19 16:30:00+00:00,190.31500244140625,190.42999267578125,189.33009338378906,189.89999389648438,5987140
2024-01-19 17:30:00+00:00,190.93499755859375,190.99000549316406,190.27999877929688,190.32000732421875,7184895
2024-01-19 18:30:00+00:00,191.47000122070312,191.9499969482422,190.9250030517578,190.9344940185547,6850175
2024-01-19 19:30:00+00:00,191.43499755859375,191.74000549316406,191.1699981689453,191.47999572753906,6438261
2024-01-19 20:30:00+00:00,191.5800018310547,191.82000732421875,191.32000732421875,191.43429565429688,5716572
2024-01-22 14:30:00+00:00,194.75,194.9499969482422,192.42999267578125,192.42999267578125,14810964
2024-01-22 15:30:00+00:00,193.77999877929688,195.3300018310547,193.14999389648438,194.77000427246094,10776514
2024-01-22 16:30:00+00:00,193.66749572753906,193.85499572753906,193.02999877929688,193.7899932861328,5000034
2024-01-22 17:30:00+00:00,193.75729370117188,194.13999938964844,193.50999450683594,193.66319274902344,5093193
2024-01-22 18:30:00+00:00,194.3800048828125,194.5,193.7449951171875,193.75999450683594,4701837
2024-01-22 19:30:00+00:00,193.9001007080078,194.57000732421875,193.7050018310547,194.38999938964844,4425371
2024-01-22 20:30:00+00:00,193.8699951171875,193.9199981689453,193.4600067138672,193.89999389648438,4882197
2024-01-23 14:30:00+00:00,194.19500732421875,195.75,193.82989501953125,195.02000427246094,10604009
2024-01-23 15:30:00+00:00,194.32000732421875,194.57000732421875,194.0,194.1999969482422,5112775
2024-01-23 16:30:00+00:00,194.6649932861328,194.77999877929688,194.20010375976562,194.32000732421875,3643345
2024-01-23 17:30:00+00:00,195.05499267578125,195.24000549316406,194.4949951171875,194.6699981689453,3772811
2024-01-23 18:30:00+00:00,194.73399353027344,195.14999389648438,194.57000732421875,195.0500030517578,3816695
2024-01-23 19:30:00+00:00,194.8350067138672,195.19000244140625,194.57000732421875,194.64500427246094,4587060
2024-01-23 20:30:00+00:00,195.16000366210938,195.25,194.65989685058594,194.8350067138672,5178142
2024-01-24 14:30:00+00:00,196.0,196.3800048828125,194.66000366210938,195.4199981689453,11411670
2024-01-24 15:30:00+00:00,195.39999389648438,196.33999633789062,195.27000427246094,195.99009704589844,6599536
2024-01-24 16:30:00+00:00,195.75,195.89999389648438,195.34500122070312,195.41000366210938,6119557
2024-01-24 17:30:00+00:00,195.65499877929688,196.0800018310547,195.21499633789062,195.75270080566406,5360074
2024-01-24 18:30:00+00:00,194.80999755859375,195.66009521484375,194.69000244140625,195.66000366210938,4601531
2024-01-24 19:30:00+00:00,194.6566925048828,195.21820068359375,194.5500030517578,194.80999755859375,4745911
2024-01-24 20:30:00+00:00,194.50999450683594,195.10000610351562,194.33999633789062,194.65989685058594,4950346
2024-01-25 14:30:00+00:00,195.35499572753906,195.58999633789062,194.6300048828125,195.30499267578125,9104188
2024-01-25 15:30:00+00:00,195.83999633789062,195.8699951171875,195.13999938964844,195.36000061035156,6222253
2024-01-25 16:30:00+00:00,195.74000549316406,196.2675018310547,195.52999877929688,195.83999633789062,5865883
2024-01-25 17:30:00+00:00,194.7100067138672,195.9573974609375,194.10000610351562,195.75,7792813
2024-01-25 18:30:00+00:00,193.91110229492188,194.93499755859375,193.75169372558594,194.7050018310547,5786472
2024-01-25 19:30:00+00:00,193.85350036621094,194.1300048828125,193.1125030517578,193.9149932861328,5204479
2024-01-25 20:30:00+00:00,194.19000244140625,194.30999755859375,193.75999450683594,193.85499572753906,5031642
2024-01-26 14:30:00+00:00,194.68499755859375,194.75999450683594,193.75,194.27000427246094,8196843
2024-01-26 15:30:00+00:00,194.38999938964844,194.7449951171875,194.36000061035156,194.69000244140625,3865162
2024-01-26 16:30:00+00:00,193.72000122070312,194.47500610351562,193.60000610351562,194.39999389648438,3732100
2024-01-26 17:30:00+00:00,192.66000366210938,193.7100067138672,192.27000427246094,193.70010375976562,6154152
2024-01-26 18:30:00+00:00,192.47509765625,192.72999572753906,192.27000427246094,192.66000366210938,3375089
2024-01-26 19:30:00+00:00,192.4250030517578,192.97500610351562,192.33999633789062,192.47999572753906,3467304
2024-01-26 20:30:00+00:00,192.3699951171875,192.58999633789062,191.94000244140625,192.4250030517578,6951830
2024-01-29 14:30:00+00:00,190.8699951171875,192.17799377441406,189.5800018310547,192.00999450683594,11790966
2024-01-29 15:30:00+00:00,190.69000244140625,191.14999389648438,190.40499877929688,190.8699951171875,4793101
2024-01-29 16:30:00+00:00,191.02999877929688,191.13890075683594,190.39999389648438,190.68499755859375,4112191
2024-01-29 17:30:00+00:00,191.25,191.2899932861328,190.77999877929688,191.03500366210938,2704473
2024-01-29 18:30:00+00:00,191.53500366210938,191.6199951171875,191.2100067138672,191.25999450683594,3065266
2024-01-29 19:30:00+00:00,191.93499755859375,192.1999969482422,191.27999877929688,191.5355987548828,5766967
2024-01-29 20:30:00+00:00,191.77999877929688,192.10499572753906,191.38999938964844,191.93499755859375,5062975
2024-01-30 14:30:00+00:00,189.9499969482422,191.8000030517578,189.4600067138672,190.94000244140625,10879513
2024-01-30 15:30:00+00:00,188.6531982421875,190.25,187.86500549316406,189.92999267578125,12493978
2024-01-30 16:30:00+00:00,188.41000366210938,188.94000244140625,188.22999572753906,188.65499877929688,4796471
2024-01-30 17:30:00+00:00,188.56399536132812,188.57000732421875,187.67999267578125,188.39999389648438,4738358
2024-01-30 18:30:00+00:00,187.84500122070312,188.639892578125,187.47000122070312,188.55999755859375,4840030
2024-01-30 19:30:00+00:00,188.07000732421875,188.27999877929688,187.77000427246094,187.84500122070312,4500321
2024-01-30 20:30:00+00:00,187.97999572753906,188.13999938964844,187.8000030517578,188.06500244140625,5122448
2024-01-31 14:30:00+00:00,185.01499938964844,187.09500122070312,184.7899932861328,187.0399932861328,12426052
2024-01-31 15:30:00+00:00,185.7198944091797,185.8699951171875,184.89999389648438,185.02000427246094,5060007
2024-01-31 16:30:00+00:00,186.08999633789062,186.11000061035156,185.4199981689453,185.72000122070312,3731068
2024-01-31 17:30:00+00:00,186.16000366210938,186.44000244140625,185.8332977294922,186.0800018310547,3297036
2024-01-31 18:30:00+00:00,185.6699981689453,186.52999877929688,185.25999450683594,186.1699981689453,4331208
2024-01-31 19:30:00+00:00,185.52000427246094,186.94000244140625,185.03500366210938,185.6699981689453,6707892
2024-01-31 20:30:00+00:00,184.36000061035156,185.5886993408203,184.35000610351562,185.52000427246094,6428646
2024-02-01 14:30:00+00:00,186.10499572753906,186.17999267578125,183.9600067138672,184.25,12493823
2024-02-01 15:30:00+00:00,185.39500427246094,186.30999755859375,185.2899932861328,186.1199951171875,5815982
2024-02-01 16:30:00+00:00,185.88999938964844,186.2949981689453,185.36000061035156,185.38999938964844,4622455
2024-02-01 17:30:00+00:00,185.72999572753906,186.44000244140625,185.57000732421875,185.88999938964844,4421852
2024-02-01 18:30:00+00:00,185.97500610351562,186.15499877929688,185.25999450683594,185.74000549316406,4416220
2024-02-01 19:30:00+00:00,186.66000366210938,186.8000030517578,185.881103515625,185.9799041748047,5947190
2024-02-01 20:30:00+00:00,186.88999938964844,186.9499969482422,186.36000061035156,186.64999389648438,6843756
2024-02-02 14:30:00+00:00,183.31500244140625,184.1699981689453,180.0500030517578,180.4499969482422,35096943
2024-02-02 15:30:00+00:00,187.0,187.3300018310547,183.16000366210938,183.3300018310547,15943080
2024-02-02 16:30:00+00:00,187.02090454101562,187.10000610351562,185.8300018310547,187.00999450683594,8987019
2024-02-02 17:30:00+00:00,186.03500366210938,187.1199951171875,184.85400390625,187.02999877929688,8500269
2024-02-02 18:30:00+00:00,186.0800018310547,186.24000549316406,185.58999633789062,186.0399932861328,5735681
2024-02-02 19:30:00+00:00,186.72999572753906,187.07000732421875,186.0800018310547,186.08999633789062,7311261
2024-02-02 20:30:00+00:00,185.83999633789062,186.88999938964844,185.8300018310547,186.73500061035156,7701037
2024-02-05 14:30:00+00:00,186.6999969482422,188.36000061035156,185.83999633789062,187.125,21074171
2024-02-05 15:30:00+00:00,187.25,187.75999450683594,186.11000061035156,186.6699981689453,7579937
2024-02-05 16:30:00+00:00,188.42999267578125,188.49000549316406,187.2301025390625,187.25,6730072
2024-02-05 17:30:00+00:00,188.54010009765625,189.25,188.4199981689453,188.42999267578125,7252942
2024-02-05 18:30:00+00:00,188.46499633789062,189.02000427246094,188.38499450683594,188.54010009765625,4527382
2024-02-05 19:30:00+00:00,188.35000610351562,188.83999633789062,188.02999877929688,188.48699951171875,6093208
2024-02-05 20:30:00+00:00,187.6699981689453,188.4199981689453,187.63999938964844,188.33999633789062,5767234
2024-02-06 14:30:00+00:00,187.92999267578125,188.6300048828125,186.76950073242188,186.86000061035156,11081527
2024-02-06 15:30:00+00:00,188.81500244140625,188.86000061035156,187.27000427246094,187.91000366210938,6268747
2024-02-06 16:30:00+00:00,188.83999633789062,189.13999938964844,188.41000366210938,188.82000732421875,4757028
2024-02-06 17:30:00+00:00,188.88999938964844,189.0,188.42999267578125,188.83999633789062,3663298
2024-02-06 18:30:00+00:00,188.44850158691406,188.94000244140625,188.36109924316406,188.89500427246094,2989009
2024-02-06 19:30:00+00:00,188.35499572753906,188.6383056640625,188.22999572753906,188.4499969482422,3103015
2024-02-06 20:30:00+00:00,189.2899932861328,189.30999755859375,188.1699981689453,188.36000061035156,4836714
2024-02-07 14:30:00+00:00,190.37100219726562,191.0500030517578,188.61000061035156,190.63999938964844,13070939
2024-02-07 15:30:00+00:00,189.0749969482422,190.39999389648438,188.80599975585938,190.3800048828125,6941625
2024-02-07 16:30:00+00:00,188.9949951171875,189.27000427246094,188.80999755859375,189.0749969482422,4142050
2024-02-07 17:30:00+00:00,189.1199951171875,189.1750030517578,188.64999389648438,189.0,4225096
2024-02-07 18:30:00+00:00,188.97340393066406,189.2949981689453,188.86000061035156,189.1300048828125,3634993
2024-02-07 19:30:00+00:00,189.1750030517578,189.41000366210938,188.88999938964844,188.97999572753906,4428203
2024-02-07 20:30:00+00:00,189.41000366210938,189.4199981689453,188.93499755859375,189.1750030517578,5356489
2024-02-08 14:30:00+00:00,187.79640197753906,189.53500366210938,187.77000427246094,189.38499450683594,9404735
2024-02-08 15:30:00+00:00,188.0050048828125,188.22000122070312,187.35000610351562,187.8000030517578,5999088
2024-02-08 16:30:00+00:00,188.6999969482422,188.7198944091797,187.93499755859375,187.99070739746094,3704042
2024-02-08 17:30:00+00:00,188.22999572753906,188.75,188.0,188.70899963378906,3684608
2024-02-08 18:30:00+00:00,188.02000427246094,188.35000610351562,187.99000549316406,188.22999572753906,2950677
2024-02-08 19:30:00+00:00,188.33999633789062,188.44500732421875,187.99000549316406,188.01499938964844,3130920
2024-02-08 20:30:00+00:00,188.33999633789062,188.4199981689453,188.07000732421875,188.35499572753906,4392367
2024-02-09 14:30:00+00:00,188.49000549316406,188.92999267578125,188.0,188.64999389648438,7269191
2024-02-09 15:30:00+00:00,189.58580017089844,189.86000061035156,188.39999389648438,188.49000549316406,7262095
2024-02-09 16:30:00+00:00,189.33999633789062,189.99000549316406,189.10009765625,189.58839416503906,5933174
2024-02-09 17:30:00+00:00,189.4700927734375,189.67999267578125,189.14999389648438,189.3350067138672,3946336
2024-02-09 18:30:00+00:00,188.85000610351562,189.52999877929688,188.6999969482422,189.47999572753906,3957939
2024-02-09 19:30:00+00:00,188.80999755859375,189.02999877929688,188.56500244140625,188.8406982421875,3908875
2024-02-09 20:30:00+00:00,188.82000732421875,188.91000366210938,188.57000732421875,188.80999755859375,4247081
2024-02-12 14:30:00+00:00,187.46859741210938,188.6699981689453,187.44000244140625,188.4149932861328,9188512
2024-02-12 15:30:00+00:00,187.99000549316406,188.05999755859375,187.38009643554688,187.47000122070312,5040878
2024-02-12 16:30:00+00:00,187.86500549316406,188.17999267578125,187.6999969482422,187.99000549316406,3034871
2024-02-12 17:30:00+00:00,187.97500610351562,188.3699951171875,187.86019897460938,187.8603057861328,3095209
2024-02-12 18:30:00+00:00,187.4499969482422,188.1096954345703,187.41000366210938,187.97500610351562,3735143
2024-02-12 19:30:00+00:00,187.11000061035156,187.5,186.7899932861328,187.44500732421875,3698293
2024-02-12 20:30:00+00:00,187.17999267578125,187.4499969482422,186.8800048828125,187.10890197753906,4927400
2024-02-13 14:30:00+00:00,185.47079467773438,186.2100067138672,184.17999267578125,185.77000427246094,13054284
2024-02-13 15:30:00+00:00,185.61000061035156,186.11990356445312,185.36000061035156,185.4799041748047,5752805
2024-02-13 16:30:00+00:00,185.47500610351562,185.73939514160156,185.25160217285156,185.59500122070312,3585593
2024-02-13 17:30:00+00:00,185.2949981689453,185.77000427246094,185.11000061035156,185.47999572753906,3022354
2024-02-13 18:30:00+00:00,184.28500366210938,185.3800048828125,184.19000244140625,185.2899932861328,4531260
2024-02-13 19:30:00+00:00,183.7299041748047,184.59500122070312,183.51280212402344,184.27999877929688,5652730
2024-02-13 20:30:00+00:00,185.02999877929688,185.1999969482422,183.69000244140625,183.72500610351562,7155981
2024-02-14 14:30:00+00:00,183.8000030517578,185.52999877929688,183.4199981689453,185.32000732421875,10773002
2024-02-14 15:30:00+00:00,183.49000549316406,183.9600067138672,182.80349731445312,183.80499267578125,7267868
2024-02-14 16:30:00+00:00,182.8000030517578,183.60000610351562,182.50999450683594,183.49000549316406,5070640
2024-02-14 17:30:00+00:00,182.57000732421875,182.92739868164062,182.44000244140625,182.8000030517578,4266603
2024-02-14 18:30:00+00:00,183.14999389648438,183.19000244140625,182.49000549316406,182.5800018310547,4242351
2024-02-14 19:30:00+00:00,183.52499389648438,183.55999755859375,182.80999755859375,183.16000366210938,4560865
2024-02-14 20:30:00+00:00,184.02000427246094,184.27000427246094,183.42449951171875,183.52999877929688,6170787
2024-02-15 14:30:00+00:00,181.8800048828125,184.0894012451172,181.35000610351562,183.5500030517578,15865879
2024-02-15 15:30:00+00:00,181.99000549316406,182.1199951171875,181.44000244140625,181.89999389648438,7072846
2024-02-15 16:30:00+00:00,182.02499389648438,182.24989318847656,181.55999755859375,182.0,4268275
2024-02-15 17:30:00+00:00,182.0500030517578,182.19500732421875,181.6649932861328,182.02999877929688,4337741
2024-02-15 18:30:00+00:00,181.97889709472656,182.4600067138672,181.86000061035156,182.0458984375,5128374
2024-02-15 19:30:00+00:00,182.38009643554688,182.64999389648438,181.74000549316406,181.97000122070312,5376205
2024-02-15 20:30:00+00:00,183.9499969482422,184.49000549316406,182.2100067138672,182.38690185546875,11866107
2024-02-16 14:30:00+00:00,182.5449981689453,184.85000610351562,181.86000061035156,183.75,14074668
2024-02-16 15:30:00+00:00,183.14999389648438,183.44729614257812,182.4199981689453,182.5500030517578,5935048
2024-02-16 16:30:00+00:00,182.94009399414062,183.2899932861328,182.72000122070312,183.15499877929688,3563098
2024-02-16 17:30:00+00:00,182.64999389648438,183.00999450683594,182.47999572753906,182.9499969482422,3133873
2024-02-16 18:30:00+00:00,183.14300537109375,183.17999267578125,182.48500061035156,182.65699768066406,3501742
2024-02-16 19:30:00+00:00,182.25599670410156,183.19749450683594,182.02999877929688,183.1488037109375,4414931
2024-02-16 20:30:00+00:00,182.2899932861328,182.30999755859375,181.6649932861328,182.25999450683594,5087964
2024-02-20 14:30:00+00:00,180.4600067138672,182.42999267578125,180.2449951171875,182.0,11558221
2024-02-20 15:30:00+00:00,181.125,181.1649932861328,180.0,180.4600067138672,6406312
2024-02-20 16:30:00+00:00,180.7449951171875,181.3699951171875,180.60000610351562,181.1300048828125,5338226
2024-02-20 17:30:00+00:00,180.50999450683594,180.9499969482422,180.44000244140625,180.7449951171875,3708310
2024-02-20 18:30:00+00:00,180.69000244140625,180.83999633789062,180.39999389648438,180.5050048828125,3193463
2024-02-20 19:30:00+00:00,181.38270568847656,181.4600067138672,180.47000122070312,180.69000244140625,3858975
2024-02-20 20:30:00+00:00,181.61000061035156,181.66000366210938,180.86000061035156,181.38999938964844,6301252
2024-02-21 14:30:00+00:00,182.55999755859375,182.8887939453125,181.55499267578125,181.60000610351562,9104336
2024-02-21 15:30:00+00:00,182.15499877929688,182.64999389648438,182.07000732421875,182.55999755859375,4359759
2024-02-21 16:30:00+00:00,181.38999938964844,182.3300018310547,181.36000061035156,182.14999389648438,3729837
2024-02-21 17:30:00+00:00,181.4199981689453,181.72500610351562,181.05999755859375,181.38999938964844,3311637
2024-02-21 18:30:00+00:00,180.9499969482422,181.52000427246094,180.66000366210938,181.42999267578125,3555971
2024-02-21 19:30:00+00:00,181.2050018310547,181.30499267578125,180.76499938964844,180.9499969482422,3885929
2024-02-21 20:30:00+00:00,182.3300018310547,182.38999938964844,181.2050018310547,181.2100067138672,4689099
2024-02-22 14:30:00+00:00,183.05499267578125,184.0399932861328,182.5240020751953,183.83999633789062,11857133
2024-02-22 15:30:00+00:00,183.03500366210938,183.2967987060547,182.4600067138672,183.05999755859375,4961137
2024-02-22 16:30:00+00:00,183.05999755859375,183.25999450683594,182.74000549316406,183.0399932861328,3670959
2024-02-22 17:30:00+00:00,184.0399932861328,184.11000061035156,183.0,183.07000732421875,4935398
2024-02-22 18:30:00+00:00,184.94000244140625,184.9499969482422,183.94000244140625,184.0500030517578,4540628
2024-02-22 19:30:00+00:00,184.55999755859375,184.9550018310547,184.38999938964844,184.94000244140625,5171492
2024-02-22 20:30:00+00:00,184.3699951171875,184.6199951171875,184.17999267578125,184.56739807128906,7964831
2024-02-23 14:30:00+00:00,183.3000030517578,185.0399932861328,183.2949981689453,185.00999450683594,8567439
2024-02-23 15:30:00+00:00,183.0590057373047,183.55599975585938,182.63999938964844,183.2949981689453,5717230
2024-02-23 16:30:00+00:00,182.55999755859375,183.11500549316406,182.39010620117188,183.05499267578125,4001601
2024-02-23 17:30:00+00:00,182.9550018310547,182.9600067138672,182.30999755859375,182.55499267578125,6905673
2024-02-23 18:30:00+00:00,182.47000122070312,182.97000122070312,182.4302978515625,182.9550018310547,2955884
2024-02-23 19:30:00+00:00,182.5850067138672,182.69500732421875,182.44000244140625,182.47999572753906,4028588
2024-02-23 20:30:00+00:00,182.50999450683594,182.82000732421875,182.22999572753906,182.58999633789062,5352894
2024-02-26 14:30:00+00:00,181.60220336914062,182.75999450683594,181.14840698242188,182.39999389648438,8939120
2024-02-26 15:30:00+00:00,180.94000244140625,181.85000610351562,180.74000549316406,181.61000061035156,5659166
2024-02-26 16:30:00+00:00,180.97000122070312,181.25999450683594,180.8350067138672,180.94000244140625,3653300
2024-02-26 17:30:00+00:00,180.98500061035156,181.3300018310547,180.64999389648438,180.9730987548828,3721259
2024-02-26 18:30:00+00:00,181.71200561523438,181.72999572753906,180.85000610351562,180.99000549316406,3813825
2024-02-26 19:30:00+00:00,181.3800048828125,181.77999877929688,181.25999450683594,181.7100067138672,3361670
